version,ns1:timeZone,ns1:type,ns1:locationId,ns1:parameterId,ns1:ensembleId,ns1:ensembleMemberIndex,unit,multiplier,date,time,date2,time3,date4,time5,ns1:missVal,ns1:stationName,ns1:units,ns1:creationDate,ns1:creationTime,date6,time7,value,flag
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/18/2018,0:00:00,19919.607,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/18/2018,6:00:00,19118.709,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/18/2018,12:00:00,18423.45,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/18/2018,18:00:00,18064.959,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/19/2018,0:00:00,18200.506,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/19/2018,6:00:00,18635.898,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/19/2018,12:00:00,18859.162,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/19/2018,18:00:00,19288.834,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/20/2018,0:00:00,20402.834,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/20/2018,6:00:00,21009.932,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/20/2018,12:00:00,20508.215,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/20/2018,18:00:00,19802.156,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/21/2018,0:00:00,19462.494,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/21/2018,6:00:00,19754.736,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/21/2018,12:00:00,22835.799,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/21/2018,18:00:00,25662.658,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/22/2018,0:00:00,26807.906,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/22/2018,6:00:00,33134.46,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/22/2018,12:00:00,37928.668,0
